lat,long,elevation
-5,10,-2940.3
-5,15,605.9
-5,20,535.7
-5,25,664
-5,30,1094.9
-5,35,1281.1
-5,40,-818.3
-5,45,-4541.8
-5,50,-5066.5
-5,55,-10
-5,60,-3965.5
-5,65,-4064.8
-5,70,-3516
-5,75,-5238.3
-5,80,-5145.8
-5,85,-5021.3
-5,90,-5001.8
-5,95,-5004.8
-5,100,-5533.5
-5,105,58.3
-5,110,-54.3
-5,115,-27.3
-5,120,410.6
-5,125,-4393
-5,130,-4453.8
-5,135,-60.5
-5,140,163.6
-5,145,81.7
-5,150,-300.3
-5,155,-3187.7
-5,160,-1578.8
-5,165,-2354.5
-5,170,-3234
-5,175,-5457
0,-175,-5405
0,-170,-5488.6
0,-165,-5797.8
0,-160,-5168
0,-155,-4677.7
0,-150,-4447.2
0,-145,-4225.5
0,-140,-4317.5
0,-135,-4368.8
0,-130,-4332.3
0,-125,-4718.9
0,-120,-4191.3
0,-115,-4020.7
0,-110,-3841.7
0,-105,-3552.8
0,-100,-3230.9
0,-95,-3321.3
0,-90,-911.3
0,-85,-3362.5
0,-80,501.8
0,-75,195.7
0,-70,160.4
0,-65,82
0,-60,132.3
0,-55,518.8
0,-50,4.2
0,-45,-96.5
0,-40,-3543.8
0,-35,-4544
0,-30,-3897.3
0,-25,-2999.5
0,-20,-2572
0,-15,-3763.8
0,-10,-4521.1
0,-5,-5149.5
0,0,-4941.8
0,5,-3781.8
0,10,33.8
0,15,392.7
0,20,344.9
0,25,468.9
0,30,944
0,35,1694.4
0,40,169.2
0,45,-3552
0,50,-5054
0,55,-4275.2
0,60,-4555.5
0,65,-3667
0,70,-3958
0,75,-4375.8
0,80,-4667.5
0,85,-4565.5
0,90,-4144.5
0,95,-4537
0,100,361.6
0,105,-25.8
0,110,28.4
0,115,218
0,120,515.3
0,125,-2860.5
0,130,-109.8
0,135,-1636
0,140,-3094.5
0,145,-3680.1
0,150,-5277.5
0,155,-2515
0,160,-2827.8
0,165,-4408.3
0,170,-4444.2
0,175,-4832.5
5,-175,-5398.5
5,-170,-5732.6
5,-165,-4853.3
5,-160,-3028
5,-155,-4561.7
5,-150,-5113.8
5,-145,-5133
5,-140,-4372.8
5,-135,-4543.8
5,-130,-4286.3
5,-125,-4393.3
5,-120,-4161.5
5,-115,-4201.7
5,-110,-3916.3
5,-105,-3550.3
5,-100,-3572.1
5,-95,-3576.6
5,-90,-3179.4
5,-85,-1779.6
5,-80,-3141.5
5,-75,1353.4
5,-70,115.4
5,-65,593.1
5,-60,904.7
5,-55,48.6
5,-50,-2495.5
5,-45,-4034.8
5,-40,-4569.8
5,-35,-3740
5,-30,-3735
5,-25,-4168.8
5,-20,-4303.2
5,-15,-4892.5
5,-10,-1549.7
5,-5,-107.3
5,0,-3267.8
5,5,-117
5,10,704.7
5,15,703.3
5,20,383
5,25,598.2
5,30,756.7
5,35,453.8
5,40,1138.5
5,45,198
5,50,-3785.3
5,55,-5070.5
5,60,-4218.8
5,65,-3902.8
5,70,-4208.2
5,75,-2584.5
5,80,-4211.5
5,85,-4051.3
5,90,-3419.8
5,95,-623
5,100,-53.5
5,105,-73.5
5,110,-133.8
5,115,12.8
5,120,1
5,125,-5177.3
5,130,-5048
5,135,-4678.3
5,140,-4252.8
5,145,-4086.5
5,150,-5330.8
5,155,-3421.7
5,160,-3996.5
5,165,-4762.8
5,170,-4314.5
5,175,-5137
10,-175,-5797.5
10,-170,-4978.6
10,-165,-3297.1
10,-160,-5258.5
10,-155,-5390.3
10,-150,-5065.7
10,-145,-5165.1
10,-140,-4926.5
10,-135,-4868.7
10,-130,-4776.5
10,-125,-4649.8
10,-120,-4364.2
10,-115,-4236.7
10,-110,-3339.5
10,-105,-2904.6
10,-100,-3743.1
10,-95,-3857.5
10,-90,-3714.3
10,-80,-2259.4
10,-75,163.5
10,-70,829.5
10,-65,283.3
10,-60,-205.3
10,-55,-3991.2
10,-50,-4892
10,-45,-4743.3
10,-40,-4154.8
10,-35,-4968.7
10,-30,-5357.3
10,-25,-5384.5
10,-20,-4434.6
10,-15,-35.2
10,-10,441
10,-5,275.6
10,0,180.9
10,5,289.7
10,10,514.6
10,15,348.2
10,20,403
10,25,495.2
10,30,413.3
10,35,1673.1
10,40,1149.3
10,45,1660.4
10,50,573.2
10,55,-4595.5
10,60,-4347.5
10,65,-4433
10,70,-4584
10,75,-2192
10,80,-4.7
10,85,-3541.5
10,90,-3311.2
10,95,-2172
10,100,-40.5
10,105,-5.8
10,110,-1446.3
10,115,-1981.5
10,120,-1512.8
10,125,-69.9
10,130,-5962
10,135,-3896.2
10,140,-2264.6
10,145,-2018.5
10,150,-5717
10,155,-5524.5
10,160,-4354.8
10,165,-5165
10,170,-4757.5
10,175,-5585.5
15,-175,-5697
15,-170,-5678
15,-165,-5461
15,-160,-5666
15,-155,-5486.5
15,-150,-5425.3
15,-145,-5435.5
15,-140,-4733.5
15,-135,-4703
15,-130,-4851
15,-125,-4500.3
15,-120,-4128
15,-115,-3946.3
15,-110,-3584
15,-105,-2622
15,-100,-3495.3
15,-95,-4382.7
15,-90,1268.3
15,-85,137.4
15,-80,-1793.4
15,-75,-4147.5
15,-70,-4021.5
15,-65,-4110.5
15,-60,-4227
15,-55,-5481.2
15,-50,-2629.5
15,-45,-3578.3
15,-40,-5276.8
15,-35,-5963
15,-30,-5481.5
15,-25,-4099.2
15,-20,-3896.5
15,-15,51.3
15,-10,262
15,-5,270.1
15,0,303.7
15,5,350.2
15,10,466.3
15,15,357.6
15,20,397.7
15,25,942.9
15,30,504.3
15,35,551.9
15,40,214.9
15,45,1428.3
15,50,324.9
15,55,-2400
15,60,-4127.8
15,65,-3865.5
15,70,-3454.5
15,75,530
15,80,23.1
15,85,-3062.5
15,90,-2691
15,95,-48.5
15,100,12.9
15,105,137.6
15,110,-497.7
15,115,-3900
15,120,-85.5
15,125,-6005.7
15,130,-5649.3
15,135,-4507.7
15,140,-4953
15,145,-2790
15,150,-5832.3
15,155,-5629
15,160,-5357
15,165,-5227
15,170,-5771.2
15,175,-5213.5
20,-175,-5323
20,-170,-2646.2
20,-165,-4988.5
20,-160,-4558.2
20,-155,-1992.9
20,-150,-5299.5
20,-145,-5535.9
20,-140,-5310.3
20,-135,-5219.7
20,-130,-4885.5
20,-125,-4453.3
20,-120,-3941
20,-115,-3693.2
20,-110,-2758
20,-105,728.9
20,-100,2911.7
20,-95,-2739
20,-90,92.1
20,-85,-4565
20,-80,-2796.7
20,-75,18
20,-70,-3527.1
20,-65,-7275.8
20,-60,-4920.3
20,-55,-4790
20,-50,-4315.5
20,-45,-2979.5
20,-40,-4869.7
20,-35,-5698
20,-30,-4585.5
20,-25,-4493.5
20,-20,-3489.5
20,-15,110.4
20,-10,402.3
20,-5,297.3
20,0,398.3
20,5,531.8
20,10,538.5
20,15,494.2
20,20,540.9
20,25,647.9
20,30,294.9
20,35,483.9
20,40,-116
20,45,725.1
20,50,268.6
20,55,89.6
20,60,-3459.2
20,65,-3166.5
20,70,-72.2
20,75,522.1
20,80,203.5
20,85,161
20,90,-1145.8
20,95,31
20,100,381
20,105,811.7
20,110,-8.3
20,115,-753.2
20,120,-3621.3
20,125,-5925
20,130,-5743.5
20,135,-5704
20,140,-4778
20,145,-2960.1
20,150,-2892.8
20,155,-5716.8
20,160,-4457.5
20,165,-5337.8
20,170,-5543.5
20,175,-4059.3
25,-175,-5015
25,-170,-4435.7
25,-165,-4907
25,-160,-4781.7
25,-155,-4766.4
25,-150,-5385.7
25,-145,-5021.7
25,-140,-4851.5
25,-135,-4632.4
25,-130,-4840.2
25,-125,-4544.7
25,-120,-4146
25,-115,-3785.3
25,-110,-1553.1
25,-105,1970.3
25,-100,1519.1
25,-95,-3577.4
25,-90,-3533.3
25,-85,-3346.9
25,-80,-609.7
25,-75,-4657.7
25,-70,-5560.8
25,-65,-5720.7
25,-60,-5946.5
25,-55,-6069.7
25,-50,-4944.8
25,-45,-3384.2
25,-40,-4586.8
25,-35,-5604
25,-30,-5469
25,-25,-5253.2
25,-20,-3961.8
25,-15,-35
25,-10,303.3
25,-5,241.5
25,0,299.9
25,5,918.1
25,10,845
25,15,547.2
25,20,386
25,25,473.4
25,30,239.9
25,35,-187.2
25,40,1037.3
25,45,790.1
25,50,161
25,55,-1.3
25,60,-923.5
25,65,-901.3
25,70,78.6
25,75,417.4
25,80,183.5
25,85,85.8
25,90,18.1
25,95,123.3
25,100,1720.7
25,105,1121.9
25,110,147
25,115,452.7
25,120,-54.5
25,125,-1331.5
25,130,-4702.1
25,135,-5357.3
25,140,-2257.8
25,145,-5049.5
25,150,-5753.8
25,155,-5669
25,160,-5794.5
25,165,-5909.8
25,170,-6093.2
25,175,-5829.2
30,-175,-5341.3
30,-170,-5465
30,-165,-5433.3
30,-160,-5816.4
30,-155,-5611
30,-150,-6319.9
30,-145,-5200.2
30,-140,-4651.9
30,-135,-4542.2
30,-130,-4641
30,-125,-3953.7
30,-120,-4041.3
30,-115,577.8
30,-110,1093.9
30,-105,1181.1
30,-100,713.4
30,-95,18.8
30,-90,1
30,-85,7.6
30,-80,-505.1
30,-75,-4496
30,-70,-5430.8
30,-65,-4832.5
30,-60,-5409
30,-55,-5071.9
30,-50,-5284.1
30,-45,-3694.3
30,-40,-3379.8
30,-35,-4768.8
30,-30,-4449
30,-25,-5431.3
30,-20,-4758.7
30,-15,-3430.5
30,-10,-137.8
30,-5,684.9
30,0,460
30,5,254.4
30,10,320.9
30,15,354
30,20,8.5
30,25,131.9
30,30,135.1
30,35,461.1
30,40,648.6
30,45,292
30,50,-10
30,55,1726.3
30,60,1494.8
30,65,965.2
30,70,1700.9
30,75,206.7
30,80,2052.6
30,85,5691.4
30,90,5596.3
30,95,3090
30,100,4838.7
30,105,387.6
30,110,860.4
30,115,108.6
30,120,37.6
30,125,-62.5
30,130,-629.3
30,135,-4671.3
30,140,-2945
30,145,-5962.8
30,150,-5932.5
30,155,-5674.5
30,160,-5730.7
30,165,-5879
30,170,-5565.5
30,175,-5426.3
35,-175,-5570.8
35,-170,-5996.9
35,-165,-5757.3
35,-160,-5802.6
35,-155,-5783
35,-150,-5721.7
35,-145,-5268
35,-140,-5229.4
35,-135,-5199.8
35,-130,-4760
35,-125,-4482
35,-120,1334.3
35,-115,860.6
35,-110,1644.9
35,-105,1630.1
35,-100,562.3
35,-95,170.1
35,-90,100.3
35,-85,291.6
35,-80,94
35,-75,-2434.1
35,-70,-5099.7
35,-65,-4912.8
35,-60,-4664.5
35,-55,-5200.9
35,-50,-5119.6
35,-45,-4589
35,-40,-3887
35,-35,-3497.1
35,-30,-3265.1
35,-25,-4527.5
35,-20,-5225
35,-15,-3711.2
35,-10,-4269
35,-5,1095.1
35,0,684.7
35,5,505.7
35,10,143.2
35,15,-494
35,20,-2992.3
35,25,238.1
35,30,-2447.6
35,35,-1440.2
35,40,258.5
35,45,474
35,50,1517.8
35,55,722.4
35,60,2360.2
35,65,3027.5
35,70,2060
35,75,4609.9
35,80,4950.4
35,85,5004.6
35,90,4924.6
35,95,4677.6
35,100,3855.5
35,105,1983.9
35,110,519
35,115,65.3
35,120,-25.3
35,125,-87.5
35,130,-128.5
35,135,109.9
35,140,-5.8
35,145,-5799.3
35,150,-6112.5
35,155,-5669.7
35,160,-4543.3
35,165,-5896.5
35,170,-5473.8
35,175,-3918.5
40,-175,-6024
40,-170,-5556.8
40,-165,-5522.8
40,-160,-5363
40,-155,-5017.8
40,-150,-5409.5
40,-145,-5647.2
40,-140,-4326
40,-135,-4142.3
40,-130,-4608
40,-125,-1427.9
40,-120,1899.8
40,-115,1917.9
40,-110,1629.4
40,-105,1589.9
40,-100,689.2
40,-95,259.9
40,-90,182.6
40,-85,362
40,-80,277.1
40,-75,13
40,-70,-162.7
40,-65,-4484.5
40,-60,-5049.5
40,-55,-5205.8
40,-50,-5442.6
40,-45,-4629.8
40,-40,-4692.3
40,-35,-4293.3
40,-30,-1702
40,-25,-3509.2
40,-20,-4675.8
40,-15,-5343
40,-10,-2110
40,-5,404.4
40,5,-2712.3
40,10,-1608.5
40,15,-374.5
40,20,189.8
40,25,-131.5
40,30,726.1
40,35,1063.4
40,40,1987.6
40,45,1887
40,50,-27.9
40,55,180
40,60,164.3
40,65,371.3
40,70,1426.4
40,75,3169.6
40,80,1060.1
40,85,985.2
40,90,795
40,95,1644
40,100,1495
40,105,1552.2
40,110,1388.1
40,115,1109.6
40,120,-11
40,125,182.5
40,130,-2193.8
40,135,-1541.8
40,140,-6
40,145,-5627.8
40,150,-4545
40,155,-5564.3
40,160,-5529.5
40,165,-5479
40,170,-4812.8
40,175,-4880.5
45,-175,-5663.8
45,-170,-6072
45,-165,-5412.3
45,-160,-5325.5
45,-155,-5333.2
45,-150,-5153.5
45,-145,-4598.7
45,-140,-4360.3
45,-135,-4003.8
45,-130,-2561.4
45,-125,-947.4
45,-120,1354.2
45,-115,1988.5
45,-110,2260.1
45,-105,1214.6
45,-100,629.2
45,-95,340.2
45,-90,409.6
45,-85,285.5
45,-80,176
45,-75,74.3
45,-70,387.1
45,-65,65
45,-60,-153.3
45,-55,-809.8
45,-50,-61
45,-45,-4392.5
45,-40,-3498.5
45,-35,-4236
45,-30,-2985.8
45,-25,-2685.5
45,-20,-4313
45,-15,-4073.5
45,-10,-4925
45,-5,-4809.3
45,0,35
45,5,177.6
45,10,36.6
45,15,860.7
45,20,98.9
45,25,419.8
45,30,-32.5
45,35,386.1
45,40,80
45,45,45
45,50,-26.7
45,55,52
45,60,29
45,65,119
45,70,210
45,75,359
45,80,3127.9
45,85,295
45,90,1008
45,95,2473.8
45,100,2011.6
45,105,1361
45,110,944
45,115,1361.9
45,120,1029
45,125,166
45,130,428.2
45,135,492
45,140,-278
45,145,-1826
45,150,-1861.5
45,155,-4898.2
45,160,-5466.8
45,165,-5972.5
45,170,-2335
45,175,-5663
50,-175,-5055.5
50,-170,-5381.7
50,-165,-5031.3
50,-160,-4960.5
50,-155,-4810.3
50,-150,-4846
50,-145,-4260.5
50,-140,-3940.5
50,-135,-3475
50,-130,-2223.1
50,-125,-38.7
50,-120,1385.3
50,-115,1661.5
50,-110,730.1
50,-105,585.7
50,-100,466.1
50,-95,339.7
50,-90,461.9
50,-85,169.9
50,-80,301.9
50,-75,356
50,-70,472.2
50,-65,-197.7
50,-60,-127.5
50,-55,-190.5
50,-50,-735.8
50,-45,-3937.5
50,-40,-4357.5
50,-35,-3846
50,-30,-2865.8
50,-25,-3476
50,-20,-4387.7
50,-15,-4351.5
50,-10,-47.8
50,-5,-72
50,0,-34
50,5,434.6
50,10,288.7
50,15,257.5
50,20,234.8
50,25,241.5
50,30,202.1
50,35,139
50,40,192.6
50,45,108.4
50,50,2
50,55,163.2
50,60,275.3
50,65,124.8
50,70,367.1
50,75,668
50,80,328.2
50,85,1714
50,90,1890.4
50,95,1172
50,100,1738.7
50,105,1099.3
50,110,1351.3
50,115,686.9
50,120,759.4
50,125,276
50,130,129.2
50,135,909.6
50,140,204.9
50,145,-241.8
50,150,-1255.5
50,155,-317
50,160,-5717
50,165,-5519.8
50,170,-4373.5
50,175,-4727.9
55,-175,-3672.8
55,-170,-2850
55,-165,-104.5
55,-160,-38.8
55,-155,-3156.3
55,-150,-4113
55,-145,-4042.8
55,-140,-3283.6
55,-135,-1915.5
55,-125,870.3
55,-120,877
55,-115,1042.8
55,-110,669.3
55,-105,357
55,-100,302.2
55,-95,216
55,-90,116
55,-85,46
55,-80,-119.8
55,-75,300.9
55,-70,492.8
55,-65,520.8
55,-60,107
55,-55,-227
55,-50,-3494.5
55,-45,-3394.1
55,-40,-3106.5
55,-35,-1920.8
55,-30,-3005.7
55,-25,-3076.7
55,-20,-1624
55,-15,-2337.5
55,-10,-115.7
55,-5,213.8
55,0,-68.5
55,5,-40
55,10,-1.7
55,15,8
55,20,-21.6
55,25,130.4
55,30,160.6
55,35,177.2
55,40,126.4
55,45,193
55,50,134.3
55,55,98.2
55,60,404.9
55,65,70
55,70,136
55,75,108
55,80,146
55,85,173.4
55,90,706.1
55,95,508.9
55,100,594.8
55,105,507.6
55,110,916.5
55,115,789.8
55,120,684.7
55,125,583.1
55,130,1179.3
55,135,721.2
55,140,-107
55,145,-911.3
55,150,-372.5
55,155,-167.5
55,160,786.2
55,165,-5790.3
55,170,-3044.8
55,175,-3873.7
60,-175,-114.5
60,-170,-46.5
60,-165,-14.5
60,-160,899.1
60,-155,410
60,-150,1336.1
60,-145,-172.9
60,-140,790.1
60,-135,669.7
60,-130,998.2
60,-125,1269.6
60,-120,466.3
60,-115,308.4
60,-110,358.4
60,-105,476.7
60,-100,277
60,-95,37.1
60,-90,-147.8
60,-85,-151.8
60,-80,-115.8
60,-75,178
60,-70,-8.2
60,-65,81
60,-60,-1797.5
60,-55,-3173.8
60,-50,-3119.1
60,-45,-45.9
60,-40,-2497.2
60,-35,-2997.9
60,-30,-1308.5
60,-25,-2280.7
60,-20,-2725.3
60,-15,-1817.3
60,-10,-1068.8
60,-5,-400.8
60,0,-130.8
60,5,-1.3
60,10,148.6
60,15,281.6
60,25,-31.8
60,30,1.3
60,35,231.1
60,40,149.7
60,45,176
60,50,199.4
60,55,142.7
60,60,244.3
60,65,66.4
60,70,63.9
60,75,86.3
60,80,56.4
60,85,146.3
60,90,126
60,95,503.8
60,100,306.7
60,105,357.7
60,110,415.6
60,115,670.8
60,120,268.7
60,125,558.6
60,130,364.6
60,135,331.3
60,140,691.8
60,145,328.1
60,150,693.3
60,155,-56
60,160,-117
60,165,39.4
60,170,-66.7
60,175,-3482.3
65,-175,497.6
65,-170,-47
65,-165,356.4
65,-160,442.1
65,-155,492.3
65,-150,263
65,-145,1203.2
65,-140,980.1
65,-135,1095
65,-130,1354.2
65,-125,106.8
65,-120,495.4
65,-115,444.2
65,-110,472.3
65,-105,261.3
65,-100,273
65,-95,193
65,-90,338.1
65,-85,61.7
65,-80,-178.7
65,-75,29.3
65,-70,213
65,-65,-825.3
65,-60,-358.6
65,-55,-604.7
65,-50,695
65,-45,2597
65,-35,-319.8
65,-30,-2066.6
65,-25,-137
65,-20,799.9
65,-15,205.7
65,-10,-722.2
65,-5,-2834.9
65,0,-2781.9
65,5,-761.1
65,10,-276.2
65,15,943.9
65,20,246.3
65,25,-5.5
65,30,227.8
65,35,-2.5
65,40,-23.3
65,45,84.1
65,50,233.9
65,55,138.1
65,60,835.8
65,65,4.6
65,70,71.8
65,75,77
65,80,28.9
65,85,77.5
65,90,437.1
65,95,352
65,100,393
65,105,531.4
65,110,406
65,115,322.2
65,120,142.5
65,125,41.3
65,130,1299.7
65,135,763.6
65,140,1179.8
65,145,1497.7
65,150,238.2
65,155,245
65,160,459.7
65,165,670.8
65,170,76
65,175,61.2
70,-175,-53.9
70,-170,-34.2
70,-165,-39.8
70,-160,36.4
70,-155,46
70,-150,114.1
70,-145,-1.4
70,-140,-56.2
70,-135,-25.1
70,-130,1.7
70,-120,-464.5
70,-115,255.2
70,-110,113.6
70,-105,134
70,-100,-106.8
70,-95,160.1
70,-90,-134.6
70,-85,-95.1
70,-80,1.7
70,-75,360.9
70,-70,189
70,-65,-1114.9
70,-60,-477.7
70,-55,-137.2
70,-50,398.4
70,-45,2314
70,-40,2923
70,-35,2906
70,-30,1976.8
70,-25,1661.5
70,-20,-279.6
70,-15,-1156.5
70,-10,-1949.8
70,-5,-2966.4
70,0,-3229.9
70,5,-3214.9
70,10,-2869
70,15,-2398.6
70,20,-36.1
70,25,100
70,30,-216.5
70,35,-232.7
70,40,-158.1
70,45,-97.2
70,50,-66.6
70,55,-58.4
70,60,66.7
70,65,-46.9
70,70,43.1
70,75,40.3
70,80,29.3
70,85,39.8
70,90,506.8
70,95,657
70,100,486
70,105,419.3
70,110,593.3
70,115,138.8
70,120,281.2
70,125,22.5
70,130,578.5
70,135,275.1
70,140,596.4
70,145,70
70,150,180.6
70,155,6.7
70,160,-3
70,165,-24.2
70,170,-15.2
70,175,-21.6
75,-175,-272.5
75,-170,-261.5
75,-165,-533.9
75,-160,-1961.2
75,-155,-3849.8
75,-150,-3870.7
75,-145,-3780.8
75,-140,-3631.1
75,-135,-3374.1
75,-130,-933.8
75,-125,-471.4
75,-120,-420.9
75,-115,91.1
75,-110,123.7
75,-105,-126.6
75,-100,2.8
75,-95,92.9
75,-90,284
75,-85,718
75,-80,1
75,-75,-561
75,-70,-846.1
75,-65,-332.2
75,-60,-477
75,-55,1283.3
75,-50,2366.7
75,-45,2819
75,-40,2888.3
75,-35,2791
75,-30,2583.8
75,-25,1841.7
75,-20,25.7
75,-15,-127.9
75,-10,-3161.4
75,-5,-3557.9
75,0,-3702.4
75,5,-3108.5
75,10,-2538.2
75,15,-1118.8
75,20,-38.1
75,25,-183
75,30,-385.3
75,35,-191.4
75,40,-179.4
75,45,-282.3
75,50,-184.3
75,55,-174.6
75,60,152.2
75,65,-93.5
75,70,-36.4
75,75,-32.1
75,80,-40.1
75,85,-41.6
75,90,91.3
75,95,152.3
75,100,104.3
75,105,167.8
75,110,184.9
75,115,-32.3
75,120,-35.7
75,125,-34.3
75,130,-39.2
75,135,-28.3
75,140,9.1
75,145,-9.9
75,150,29.8
75,155,-19.6
75,160,-43
75,165,-59.1
75,170,-64.3
75,175,-135.6
80,-175,-2236.1
80,-170,-3285.6
80,-165,-3261.9
80,-160,-3251.8
80,-155,-3202.4
80,-150,-3821.2
80,-145,-3808.4
80,-140,-3775
80,-135,-3690.4
80,-130,-3420.9
80,-125,-2808.1
80,-120,-2344.5
80,-115,-1146.7
80,-110,-529.4
80,-105,-402.5
80,-100,1
80,-95,79.5
80,-90,511.6
80,-85,162.2
80,-80,1257
80,-75,1352.6
80,-70,-233.6
80,-65,201.1
80,-60,963.6
80,-55,1391
80,-50,1894
80,-45,2086
80,-40,2120
80,-35,1935
80,-30,1568
80,-25,707.1
80,-15,-111.9
80,-10,-113.9
80,-5,-1261.3
80,0,-2603.3
80,5,-1143.4
80,10,-479.9
80,15,-141.5
80,20,534.9
80,25,550.2
80,30,-274.7
80,35,-85.9
80,40,-322.1
80,45,-306.8
80,50,-0.1
80,55,-344
80,60,-86.9
80,65,-283.6
80,70,-535.8
80,75,-151.9
80,80,-56.1
80,85,-250.3
80,90,-183.4
80,95,81.6
80,100,-113
80,105,-319
80,110,-2492.1
80,115,-3201.3
80,120,-3234.1
80,125,-3406
80,130,-3522.7
80,135,-3326.6
80,140,-2151.1
80,145,-1185.7
80,150,-625.1
80,155,-1441.1
80,160,-2207
80,165,-2649.8
80,170,-2706.8
80,175,-2345.4
85,-175,-1758.4
85,-170,-1478.4
85,-165,-1862
85,-160,-2123.1
85,-155,-1922.8
85,-150,-2287.5
85,-145,-2101.4
85,-140,-2099.5
85,-135,-1923.9
85,-130,-2208.5
85,-125,-2004.7
85,-120,-1803.6
85,-115,-1465.6
85,-110,-1429.3
85,-105,-1397.4
85,-100,-2047.6
85,-95,-2032.7
85,-90,-1925.9
85,-85,-2097.9
85,-80,-1299.9
85,-75,-1097.2
85,-70,-513.4
85,-65,-514.8
85,-60,-619.7
85,-55,-1289.8
85,-50,-2796.5
85,-45,-2740.3
85,-40,-2388.9
85,-35,-1742.8
85,-30,-1399.8
85,-25,-1610.6
85,-20,-925.4
85,-15,-3666.4
85,-10,-3661.7
85,-5,-3948
85,0,-4116.4
85,5,-3519.1
85,10,-3801.2
85,15,-3242.7
85,20,-4268
85,25,-3537.1
85,30,-3699.6
85,35,-3874.6
85,40,-3899.2
85,45,-3902
85,50,-3887.2
85,55,-3847.8
85,60,-3820.1
85,65,-3804.4
85,70,-3755.7
85,75,-3710.2
85,80,-3709.5
85,85,-3684.7
85,90,-3627.5
85,95,-3944
85,100,-4114.5
85,105,-3764.8
85,110,-3977.4
85,115,-4342.1
85,120,-4294.1
85,125,-4276.4
85,130,-4237.8
85,135,-4179.3
85,140,-3703.6
85,145,-2576.3
85,150,-1417.7
85,155,-2408.8
85,160,-3600.5
85,165,-3458.8
85,170,-3215.6
85,175,-2814.9
